"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"02/25/2026 00:32:52","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","alfred","0s"," ","","","","","","","","","NA","","alfred via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/25/2026 00:34:20","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","sqlalert","0s"," ","","","","","","","","","NA","","sqlalert via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/25/2026 00:34:53","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.33","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","boyle","0s"," ","","","","","","","","","NA","","boyle via Web from 92.63.197.33","User login denied due to bad credentials",""
"02/25/2026 00:36:08","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.156.73.16","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","abe","0s"," ","","","","","","","","","NA","","abe via Web from 185.156.73.16","User login denied due to bad credentials",""
"02/25/2026 00:36:17","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","linh","0s"," ","","","","","","","","","NA","","linh via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/25/2026 00:36:32","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","fredric","0s"," ","","","","","","","","","NA","","fredric via Web from 88.210.63.62","User login denied due to bad credentials",""
"02/25/2026 00:38:00","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","redirector","0s"," ","","","","","","","","","NA","","redirector via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/25/2026 00:40:32","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dotson","0s"," ","","","","","","","","","NA","","dotson via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/25/2026 00:42:16","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.3","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","colby","0s"," ","","","","","","","","","NA","","colby via Web from 88.210.63.3","User login denied due to bad credentials",""
"02/25/2026 00:43:00","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.61","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","conway","0s"," ","","","","","","","","","NA","","conway via Web from 88.210.63.61","User login denied due to bad credentials",""
"02/25/2026 00:46:07","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","test-qa","0s"," ","","","","","","","","","NA","","test-qa via Web from 88.210.63.10","User login denied due to bad credentials",""
"02/25/2026 00:48:04","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.11","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","barrett","0s"," ","","","","","","","","","NA","","barrett via Web from 88.210.63.11","User login denied due to bad credentials",""
"02/25/2026 00:48:41","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","memlogin","0s"," ","","","","","","","","","NA","","memlogin via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/25/2026 00:51:51","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.77","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","truman","0s"," ","","","","","","","","","NA","","truman via Web from 92.63.197.77","User login denied due to bad credentials",""
"02/25/2026 00:52:23","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.4","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","ha","0s"," ","","","","","","","","","NA","","ha via Web from 88.210.63.4","User login denied due to bad credentials",""
"02/25/2026 00:54:29","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","vif_developer","0s"," ","","","","","","","","","NA","","vif_developer via Web from 88.210.63.12","User login denied due to bad credentials",""
"02/25/2026 00:54:49","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.78","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","jet","0s"," ","","","","","","","","","NA","","jet via Web from 92.63.197.78","User login denied due to bad credentials",""
"02/25/2026 00:55:25","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","195.178.136.40","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","irc-macadmin","0s"," ","","","","","","","","","NA","","irc-macadmin via Web from 195.178.136.40","User login denied due to bad credentials",""
"02/25/2026 00:57:29","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","cluster","0s"," ","","","","","","","","","NA","","cluster via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/25/2026 01:00:24","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","lane","0s"," ","","","","","","","","","NA","","lane via Web from 88.210.63.13","User login denied due to bad credentials",""
"02/25/2026 01:04:06","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.79","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","manufacturing","0s"," ","","","","","","","","","NA","","manufacturing via Web from 92.63.197.79","User login denied due to bad credentials",""
"02/25/2026 01:05:38","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.80","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","bank","0s"," ","","","","","","","","","NA","","bank via Web from 92.63.197.80","User login denied due to bad credentials",""
"02/25/2026 01:11:49","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.5","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","2112","0s"," ","","","","","","","","","NA","","2112 via Web from 88.210.63.5","User login denied due to bad credentials",""
"02/25/2026 01:12:02","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","avery","0s"," ","","","","","","","","","NA","","avery via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/25/2026 01:18:13","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","rscs","0s"," ","","","","","","","","","NA","","rscs via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/25/2026 01:20:18","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","trees","0s"," ","","","","","","","","","NA","","trees via Web from 88.210.63.62","User login denied due to bad credentials",""
"02/25/2026 01:20:59","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","svc_ncentral","0s"," ","","","","","","","","","NA","","svc_ncentral via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/25/2026 01:21:47","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.33","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","turbine","0s"," ","","","","","","","","","NA","","turbine via Web from 92.63.197.33","User login denied due to bad credentials",""
"02/25/2026 01:23:23","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","rose","0s"," ","","","","","","","","","NA","","rose via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/25/2026 01:25:38","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","nash","0s"," ","","","","","","","","","NA","","nash via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/25/2026 01:25:58","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.156.73.16","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dms","0s"," ","","","","","","","","","NA","","dms via Web from 185.156.73.16","User login denied due to bad credentials",""
